cog_id,root,Dscore,Statistic,Pvalue,AdjPvalue,clade_name,protein_id,ssp_id,preferred_name
COG0501,31,0.992,8.027,5.01e-16,3.19e-12,SAR,FBpp0100158,7227,ste24c
KOG2778,31,0.9768,8.026,5.03e-16,3.2e-12,SAR,FBpp0073471,7227,Uch-L5R
KOG2778,31,0.9768,8.026,5.03e-16,3.2e-12,SAR,FBpp0076200,7227,Uch-L5
KOG2778,31,0.9768,8.026,5.03e-16,3.2e-12,SAR,FBpp0086383,7227,calypso
COG5215,31,0.986,8.024,5.12e-16,3.26e-12,SAR,FBpp0294035,7227,Fs(2)Ket
KOG3228,31,0.9443,8.023,5.16e-16,3.29e-12,SAR,FBpp0071259,7227,c12.1
KOG2422,31,0.9619,8.022,5.21e-16,3.32e-12,SAR,FBpp0076407,7227,CG7927
COG1311,31,0.9983,8.02,5.27e-16,3.35e-12,SAR,FBpp0072658,7227,CG12018
COG5138,31,0.9028,8.02,5.3e-16,3.38e-12,SAR,FBpp0305498,7227,Psf3
KOG1938,31,0.9501,8.019,5.34e-16,3.4e-12,SAR,FBpp0306028,7227,l(3)76BDm
COG5600,31,0.9881,8.017,5.42e-16,3.45e-12,SAR,FBpp0075833,7227,PCID2
COG5111,31,0.9926,8.015,5.53e-16,3.52e-12,SAR,FBpp0293863,7227,CG5380
COG0174,31,0.9608,8.014,5.53e-16,3.52e-12,SAR,FBpp0073344,7227,Gs2
COG0174,31,0.9608,8.014,5.53e-16,3.52e-12,SAR,FBpp0077773,7227,Gs1
KOG4441,31,0.8773,8.014,5.54e-16,3.53e-12,SAR,FBpp0071249,7227,CG17754
KOG4441,31,0.8773,8.014,5.54e-16,3.53e-12,SAR,FBpp0075260,7227,dbo
KOG4441,31,0.8773,8.014,5.54e-16,3.53e-12,SAR,FBpp0080063,7227,CG9426
KOG4441,31,0.8773,8.014,5.54e-16,3.53e-12,SAR,FBpp0080595,7227,kel
KOG4441,31,0.8773,8.014,5.54e-16,3.53e-12,SAR,FBpp0082029,7227,KLHL18
KOG4441,31,0.8773,8.014,5.54e-16,3.53e-12,SAR,FBpp0082864,7227,Keap1
KOG4441,31,0.8773,8.014,5.54e-16,3.53e-12,SAR,FBpp0112409,7227,klhl10
KOG4441,31,0.8773,8.014,5.54e-16,3.53e-12,SAR,FBpp0292329,7227,CG15097
COG0446,31,0.9915,8.014,5.57e-16,3.55e-12,SAR,FBpp0073081,7227,CG14997
COG0446,31,0.9915,8.014,5.57e-16,3.55e-12,SAR,FBpp0077504,7227,AIF
COG0446,31,0.9915,8.014,5.57e-16,3.55e-12,SAR,FBpp0080714,7227,CG10700
COG0446,31,0.9915,8.014,5.57e-16,3.55e-12,SAR,FBpp0289482,7227,CG4199
COG0446,31,0.9915,8.014,5.57e-16,3.55e-12,SAR,FBpp0304005,7227,CG10721
COG2857,31,0.9707,8.013,5.61e-16,3.57e-12,SAR,FBpp0076848,7227,Cyt-c1
COG2857,31,0.9707,8.013,5.61e-16,3.57e-12,SAR,FBpp0084775,7227,Cyt-c1L
KOG3014,31,0.9039,8.01,5.73e-16,3.65e-12,SAR,FBpp0076592,7227,eco
KOG1929,31,0.9308,8.005,5.97e-16,3.8e-12,SAR,FBpp0073648,7227,mus101
KOG1861,31,0.9894,8.005,5.97e-16,3.8e-12,SAR,FBpp0079776,7227,CG6700
KOG1737,31,0.933,8.001,6.16e-16,3.92e-12,SAR,FBpp0072110,7227,CG3860
KOG1737,31,0.933,8.001,6.16e-16,3.92e-12,SAR,FBpp0084176,7227,Osbp
COG0723,31,0.9691,7.998,6.33e-16,4.03e-12,SAR,FBpp0077580,7227,RFeSP
KOG2154,31,0.9808,7.997,6.39e-16,4.07e-12,SAR,FBpp0070561,7227,CG2875
COG0567,31,0.9746,7.996,6.42e-16,4.09e-12,SAR,FBpp0072631,7227,CG33791
COG0567,31,0.9746,7.996,6.42e-16,4.09e-12,SAR,FBpp0085117,7227,CG1544
COG0567,31,0.9746,7.996,6.42e-16,4.09e-12,SAR,FBpp0305416,7227,Nc73EF
KOG3758,31,0.9231,7.992,6.66e-16,4.24e-12,SAR,FBpp0087676,7227,CG1968
KOG0586,31,0.9074,7.991,6.69e-16,4.26e-12,SAR,FBpp0070326,7227,Sik2
KOG0586,31,0.9074,7.991,6.69e-16,4.26e-12,SAR,FBpp0290641,7227,KP78a
KOG0586,31,0.9074,7.991,6.69e-16,4.26e-12,SAR,FBpp0290642,7227,KP78b
KOG0586,31,0.9074,7.991,6.69e-16,4.26e-12,SAR,FBpp0290718,7227,par-1
KOG0586,31,0.9074,7.991,6.69e-16,4.26e-12,SAR,FBpp0292995,7227,Sik3
KOG0686,31,0.9268,7.991,6.7e-16,4.27e-12,SAR,FBpp0074841,7227,CSN1b
KOG0686,31,0.9268,7.991,6.7e-16,4.27e-12,SAR,FBpp0080233,7227,CSN1a
KOG1092,31,0.9966,7.99,6.76e-16,4.31e-12,SAR,FBpp0083411,7227,CG5745
COG5176,31,0.997,7.989,6.79e-16,4.32e-12,SAR,FBpp0071633,7227,CG4021
COG5176,31,0.997,7.989,6.79e-16,4.32e-12,SAR,FBpp0071739,7227,qkr58E-2
COG5176,31,0.997,7.989,6.79e-16,4.32e-12,SAR,FBpp0071754,7227,qkr58E-1
COG5176,31,0.997,7.989,6.79e-16,4.32e-12,SAR,FBpp0071764,7227,CG3927
COG5176,31,0.997,7.989,6.79e-16,4.32e-12,SAR,FBpp0071772,7227,nsr
COG5176,31,0.997,7.989,6.79e-16,4.32e-12,SAR,FBpp0082897,7227,SF1
COG5176,31,0.997,7.989,6.79e-16,4.32e-12,SAR,FBpp0083575,7227,how
COG5176,31,0.997,7.989,6.79e-16,4.32e-12,SAR,FBpp0289907,7227,CG10384
COG5176,31,0.997,7.989,6.79e-16,4.32e-12,SAR,FBpp0297358,7227,qkr54B
COG5176,31,0.997,7.989,6.79e-16,4.32e-12,SAR,FBpp0298043,7227,qkr58E-3
KOG2061,31,0.9931,7.987,6.93e-16,4.41e-12,SAR,FBpp0072162,7227,Zfrp8
KOG2061,31,0.9931,7.987,6.93e-16,4.41e-12,SAR,FBpp0082103,7227,trus
KOG2291,31,0.9537,7.986,6.99e-16,4.45e-12,SAR,FBpp0088796,7227,rho-5
KOG2291,31,0.9537,7.986,6.99e-16,4.45e-12,SAR,FBpp0304506,7227,CG33303
COG5113,31,0.9995,7.985,7.02e-16,4.47e-12,SAR,FBpp0078927,7227,CG11070
COG5113,31,0.9995,7.985,7.02e-16,4.47e-12,SAR,FBpp0080009,7227,CG9934
COG5113,31,0.9995,7.985,7.02e-16,4.47e-12,SAR,FBpp0084991,7227,CG2218
KOG0076,31,0.9185,7.985,7.03e-16,4.48e-12,SAR,FBpp0071229,7227,Arfrp1
COG1096,31,0.9342,7.982,7.19e-16,4.58e-12,SAR,FBpp0079813,7227,Csl4
KOG3473,31,0.8882,7.982,7.21e-16,4.59e-12,SAR,FBpp0085724,7227,EloC
COG0571,31,0.9335,7.98,7.3e-16,4.65e-12,SAR,FBpp0078415,7227,mRpL44
COG0571,31,0.9335,7.98,7.3e-16,4.65e-12,SAR,FBpp0083717,7227,Dcr-1
COG0571,31,0.9335,7.98,7.3e-16,4.65e-12,SAR,FBpp0086061,7227,Dcr-2
COG0571,31,0.9335,7.98,7.3e-16,4.65e-12,SAR,FBpp0087926,7227,drosha
KOG0154,31,0.9054,7.979,7.35e-16,4.68e-12,SAR,FBpp0077635,7227,CG4896
KOG0154,31,0.9054,7.979,7.35e-16,4.68e-12,SAR,FBpp0086500,7227,CG8079
KOG0154,31,0.9054,7.979,7.35e-16,4.68e-12,SAR,FBpp0303724,7227,CG4887
COG0604,31,0.9663,7.979,7.39e-16,4.71e-12,SAR,FBpp0077340,7227,CG17221
COG0604,31,0.9663,7.979,7.39e-16,4.71e-12,SAR,FBpp0086748,7227,CG16935
COG0604,31,0.9663,7.979,7.39e-16,4.71e-12,SAR,FBpp0088031,7227,Drat
KOG2308,31,0.8874,7.978,7.44e-16,4.74e-12,SAR,FBpp0079257,7227,CG8552
COG0689,31,0.9979,7.977,7.47e-16,4.76e-12,SAR,FBpp0074687,7227,Mtr3
COG0689,31,0.9979,7.977,7.47e-16,4.76e-12,SAR,FBpp0080062,7227,Ski6
COG0689,31,0.9979,7.977,7.47e-16,4.76e-12,SAR,FBpp0081725,7227,Rrp46
KOG2987,31,0.9465,7.977,7.48e-16,4.76e-12,SAR,FBpp0078810,7227,ifc
COG0402,31,0.9248,7.976,7.53e-16,4.8e-12,SAR,FBpp0078625,7227,DhpD
KOG3937,31,0.8741,7.975,7.59e-16,4.84e-12,SAR,FBpp0083025,7227,CG12320
COG0724,31,1,7.975,7.61e-16,4.85e-12,SAR,FBpp0081601,7227,rump
COG0724,31,1,7.975,7.61e-16,4.85e-12,SAR,FBpp0083075,7227,CstF-64
COG0724,31,1,7.975,7.61e-16,4.85e-12,SAR,FBpp0083976,7227,Rox8
COG0724,31,1,7.975,7.61e-16,4.85e-12,SAR,FBpp0111476,7227,CG34354
COG0724,31,1,7.975,7.61e-16,4.85e-12,SAR,FBpp0290611,7227,CG34362
COG0724,31,1,7.975,7.61e-16,4.85e-12,SAR,FBpp0293269,7227,SF2
COG0724,31,1,7.975,7.61e-16,4.85e-12,SAR,FBpp0300515,7227,B52
COG0724,31,1,7.975,7.61e-16,4.85e-12,SAR,FBpp0303792,7227,snRNP70K
KOG0126,31,0.9747,7.972,7.82e-16,4.98e-12,SAR,FBpp0304487,7227,CG10466
KOG0301,31,0.9673,7.97,7.93e-16,5.05e-12,SAR,FBpp0077645,7227,Plap
KOG2479,31,0.9735,7.97,7.96e-16,5.07e-12,SAR,FBpp0082019,7227,CG4810
KOG2479,31,0.9735,7.97,7.96e-16,5.07e-12,SAR,FBpp0088565,7227,eIF-3p66
KOG1963,31,0.9377,7.969,8.01e-16,5.1e-12,SAR,FBpp0113107,7227,CG12050
COG0277,31,0.9276,7.967,8.11e-16,5.16e-12,SAR,FBpp0070365,7227,CG3835
COG0277,31,0.9276,7.967,8.11e-16,5.16e-12,SAR,FBpp0292773,7227,CG10253
COG0646,31,0.929,7.966,8.19e-16,5.22e-12,SAR,FBpp0080731,7227,CG10623
COG0646,31,0.929,7.966,8.19e-16,5.22e-12,SAR,FBpp0080732,7227,CG10621
COG0615,31,0.9788,7.965,8.29e-16,5.28e-12,SAR,FBpp0072621,7227,Cct1
COG0615,31,0.9788,7.965,8.29e-16,5.28e-12,SAR,FBpp0072625,7227,Cct2
COG0615,31,0.9788,7.965,8.29e-16,5.28e-12,SAR,FBpp0080020,7227,Pect
KOG0767,31,0.9742,7.964,8.33e-16,5.31e-12,SAR,FBpp0075461,7227,Mpcp
KOG0767,31,0.9742,7.964,8.33e-16,5.31e-12,SAR,FBpp0085615,7227,CG9090
KOG1781,31,0.936,7.963,8.37e-16,5.33e-12,SAR,FBpp0080488,7227,LSm7
KOG3202,31,0.9173,7.963,8.41e-16,5.35e-12,SAR,FBpp0075124,7227,Syx8
KOG3202,31,0.9173,7.963,8.41e-16,5.35e-12,SAR,FBpp0087203,7227,Syx6
KOG2863,31,0.9945,7.961,8.54e-16,5.44e-12,SAR,FBpp0076410,7227,ldbr
COG0706,31,0.9723,7.96,8.6e-16,5.47e-12,SAR,FBpp0076001,7227,CG6404
COG0706,31,0.9723,7.96,8.6e-16,5.47e-12,SAR,FBpp0076251,7227,CG4942
COG0224,31,0.9675,7.96,8.61e-16,5.48e-12,SAR,FBpp0084907,7227,CG7610
COG0154,31,0.9708,7.957,8.79e-16,5.6e-12,SAR,FBpp0081286,7227,CG7910
COG0154,31,0.9708,7.957,8.79e-16,5.6e-12,SAR,FBpp0083132,7227,gatA
COG0154,31,0.9708,7.957,8.79e-16,5.6e-12,SAR,FBpp0083313,7227,CG5191
COG0154,31,0.9708,7.957,8.79e-16,5.6e-12,SAR,FBpp0084252,7227,CG5112
COG0154,31,0.9708,7.957,8.79e-16,5.6e-12,SAR,FBpp0087068,7227,CG8839
COG0154,31,0.9708,7.957,8.79e-16,5.6e-12,SAR,FBpp0112116,7227,CG7900
KOG0392,31,0.9536,7.955,8.97e-16,5.71e-12,SAR,FBpp0290929,7227,Hel89B
COG1011,31,0.9276,7.954,9.05e-16,5.76e-12,SAR,FBpp0070645,7227,CG15912
COG1011,31,0.9276,7.954,9.05e-16,5.76e-12,SAR,FBpp0070775,7227,CG15771
COG1011,31,0.9276,7.954,9.05e-16,5.76e-12,SAR,FBpp0072460,7227,Reg-2
COG5580,31,0.9865,7.953,9.13e-16,5.81e-12,SAR,FBpp0085258,7227,CG1416
KOG1786,31,0.9775,7.949,9.37e-16,5.97e-12,SAR,FBpp0078775,7227,bchs
KOG1786,31,0.9775,7.949,9.37e-16,5.97e-12,SAR,FBpp0079896,7227,CG6734
KOG1786,31,0.9775,7.949,9.37e-16,5.97e-12,SAR,FBpp0293022,7227,mv
KOG1786,31,0.9775,7.949,9.37e-16,5.97e-12,SAR,FBpp0298310,7227,CG43367
COG3703,31,0.93,7.949,9.4e-16,5.99e-12,SAR,FBpp0073508,7227,CG2540
COG3703,31,0.93,7.949,9.4e-16,5.99e-12,SAR,FBpp0083838,7227,CG10365
KOG1898,31,0.9943,7.948,9.48e-16,6.04e-12,SAR,FBpp0072494,7227,CG13900
KOG0121,31,0.9786,7.946,9.63e-16,6.13e-12,SAR,FBpp0082973,7227,Cbp20
COG5117,31,0.9645,7.945,9.73e-16,6.2e-12,SAR,FBpp0081117,7227,CG1234
COG5636,31,0.9522,7.942,9.98e-16,6.35e-12,SAR,FBpp0080284,7227,CIAPIN1
COG5601,31,0.9597,7.94,1.01e-15,6.43e-12,SAR,FBpp0076303,7227,CG6576
COG5601,31,0.9597,7.94,1.01e-15,6.43e-12,SAR,FBpp0078390,7227,Rga
COG5601,31,0.9597,7.94,1.01e-15,6.43e-12,SAR,FBpp0080292,7227,CG15262
COG1894,31,0.958,7.939,1.02e-15,6.51e-12,SAR,FBpp0078847,7227,ND-51
COG1894,31,0.958,7.939,1.02e-15,6.51e-12,SAR,FBpp0086012,7227,ND-51L1
COG1894,31,0.958,7.939,1.02e-15,6.51e-12,SAR,FBpp0086526,7227,ND-51L2
COG0536,31,0.9718,7.937,1.03e-15,6.58e-12,SAR,FBpp0079327,7227,CG13390
COG0536,31,0.9718,7.937,1.03e-15,6.58e-12,SAR,FBpp0080855,7227,CG10628
COG0153,31,0.9727,7.936,1.04e-15,6.63e-12,SAR,FBpp0076280,7227,Galk
COG0506,31,0.9321,7.936,1.04e-15,6.65e-12,SAR,FBpp0076903,7227,slgA
COG2227,31,0.9617,7.936,1.05e-15,6.67e-12,SAR,FBpp0081028,7227,CG9249
KOG2581,31,0.9983,7.935,1.05e-15,6.68e-12,SAR,FBpp0291495,7227,Rpn3
KOG1248,31,0.9425,7.935,1.05e-15,6.68e-12,SAR,FBpp0073679,7227,CG2691
COG1025,31,0.9717,7.934,1.06e-15,6.73e-12,SAR,FBpp0073438,7227,CG2025
COG1025,31,0.9717,7.934,1.06e-15,6.73e-12,SAR,FBpp0077942,7227,CG10588
COG1025,31,0.9717,7.934,1.06e-15,6.73e-12,SAR,FBpp0271781,7227,Ide
KOG1922,31,0.9761,7.934,1.06e-15,6.74e-12,SAR,FBpp0112380,7227,form3
KOG1922,31,0.9761,7.934,1.06e-15,6.74e-12,SAR,FBpp0288517,7227,capu
KOG1922,31,0.9761,7.934,1.06e-15,6.74e-12,SAR,FBpp0292356,7227,DAAM
KOG3382,31,0.8823,7.933,1.07e-15,6.79e-12,SAR,FBpp0271901,7227,ND-B17.2
COG0365,31,0.9781,7.932,1.08e-15,6.85e-12,SAR,FBpp0078067,7227,AcCoAS
COG0365,31,0.9781,7.932,1.08e-15,6.85e-12,SAR,FBpp0083990,7227,CG6432
KOG3001,31,0.9228,7.93,1.1e-15,6.97e-12,SAR,FBpp0076635,7227,msl-3
KOG3001,31,0.9228,7.93,1.1e-15,6.97e-12,SAR,FBpp0306049,7227,MRG15
KOG3183,31,0.946,7.929,1.1e-15,7.02e-12,SAR,FBpp0099393,7227,CG33981
KOG3183,31,0.946,7.929,1.1e-15,7.02e-12,SAR,FBpp0111932,7227,CG12795
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0071010,7227,CG18155
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0071488,7227,CG9993
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0071489,7227,CG17999
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0072262,7227,CG4563
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0072420,7227,DIP2
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0076733,7227,CG5568
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0078711,7227,CG12512
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0082094,7227,CG4830
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0083203,7227,CG11391
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0083204,7227,CG11407
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0083205,7227,CG11453
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0083208,7227,CG11659
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0083209,7227,CG6300
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0083935,7227,CG6178
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0111986,7227,CG8834
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0290125,7227,CG18586
COG0318,31,0.971,7.929,1.1e-15,7.03e-12,SAR,FBpp0292386,7227,pdgy
COG5139,31,0.9356,7.928,1.11e-15,7.08e-12,SAR,FBpp0111905,7227,CG9915
COG0576,31,0.9708,7.928,1.11e-15,7.08e-12,SAR,FBpp0086795,7227,Roe1
KOG2220,31,0.9789,7.925,1.14e-15,7.26e-12,SAR,FBpp0073911,7227,Rhp
KOG2220,31,0.9789,7.925,1.14e-15,7.26e-12,SAR,FBpp0075450,7227,mop
KOG2220,31,0.9789,7.925,1.14e-15,7.26e-12,SAR,FBpp0084610,7227,ALiX
KOG2758,31,0.9687,7.925,1.14e-15,7.28e-12,SAR,FBpp0075104,7227,Int6
COG0543,31,0.9665,7.922,1.17e-15,7.43e-12,SAR,FBpp0074465,7227,CG7914
COG0543,31,0.9665,7.922,1.17e-15,7.43e-12,SAR,FBpp0075810,7227,CG5946
COG0543,31,0.9665,7.922,1.17e-15,7.43e-12,SAR,FBpp0085713,7227,CG11257
KOG1363,31,0.9839,7.921,1.17e-15,7.48e-12,SAR,FBpp0080670,7227,Faf
KOG1363,31,0.9839,7.921,1.17e-15,7.48e-12,SAR,FBpp0086398,7227,casp
KOG0894,31,0.9303,7.92,1.18e-15,7.54e-12,SAR,FBpp0082929,7227,CG5823
KOG3339,31,0.8938,7.919,1.2e-15,7.61e-12,SAR,FBpp0073853,7227,CG6308
KOG2641,31,0.9838,7.919,1.2e-15,7.61e-12,SAR,FBpp0074790,7227,CG6836
KOG2641,31,0.9838,7.919,1.2e-15,7.61e-12,SAR,FBpp0112035,7227,CG12004
KOG2641,31,0.9838,7.919,1.2e-15,7.61e-12,SAR,FBpp0301148,7227,CG5850
COG1218,31,0.9835,7.919,1.2e-15,7.62e-12,SAR,FBpp0073586,7227,CG15743
COG1218,31,0.9835,7.919,1.2e-15,7.62e-12,SAR,FBpp0082328,7227,Ipp
COG1218,31,0.9835,7.919,1.2e-15,7.62e-12,SAR,FBpp0084849,7227,CG7789
KOG0908,31,0.9322,7.919,1.2e-15,7.62e-12,SAR,FBpp0076804,7227,Txl
COG5148,31,0.9977,7.917,1.22e-15,7.74e-12,SAR,FBpp0078024,7227,Rpn10
COG1053,31,0.9746,7.916,1.23e-15,7.83e-12,SAR,FBpp0075801,7227,SdhAL
COG1053,31,0.9746,7.916,1.23e-15,7.83e-12,SAR,FBpp0085736,7227,SdhA
KOG3392,31,0.9626,7.914,1.25e-15,7.95e-12,SAR,FBpp0071497,7227,mago
COG0465,31,0.9792,7.913,1.25e-15,7.98e-12,SAR,FBpp0070479,7227,CG2658
COG0465,31,0.9792,7.913,1.25e-15,7.98e-12,SAR,FBpp0075012,7227,CG6512
COG0465,31,0.9792,7.913,1.25e-15,7.98e-12,SAR,FBpp0079539,7227,CG4908
COG0465,31,0.9792,7.913,1.25e-15,7.98e-12,SAR,FBpp0293463,7227,CG3499
KOG3012,31,0.9429,7.913,1.25e-15,7.99e-12,SAR,FBpp0081434,7227,CG9773
COG5071,31,0.9989,7.913,1.26e-15,8.02e-12,SAR,FBpp0078278,7227,Rpn5
KOG3039,31,0.8947,7.913,1.26e-15,8.02e-12,SAR,FBpp0074330,7227,CG6179
KOG1425,31,0.9418,7.912,1.26e-15,8.04e-12,SAR,FBpp0072720,7227,Mfap1
COG1813,31,0.9776,7.912,1.26e-15,8.05e-12,SAR,FBpp0294020,7227,mbf1
COG2101,31,0.9972,7.911,1.28e-15,8.13e-12,SAR,FBpp0071596,7227,Tbp
COG2101,31,0.9972,7.911,1.28e-15,8.13e-12,SAR,FBpp0077384,7227,CG9879
COG2101,31,0.9972,7.911,1.28e-15,8.13e-12,SAR,FBpp0079164,7227,Trf
COG2101,31,0.9972,7.911,1.28e-15,8.13e-12,SAR,FBpp0289804,7227,Trf2
COG2101,31,0.9972,7.911,1.28e-15,8.13e-12,SAR,FBpp0290208,7227,CG15398
COG0657,31,0.9361,7.911,1.28e-15,8.14e-12,SAR,FBpp0078895,7227,KFase
COG0657,31,0.9361,7.911,1.28e-15,8.14e-12,SAR,FBpp0085582,7227,Hsl
COG5407,31,0.9885,7.91,1.29e-15,8.19e-12,SAR,FBpp0076558,7227,Sec63
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0070331,7227,Actn
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0070909,7227,pigs
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0073824,7227,dah
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0074217,7227,Fim
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0074228,7227,beta-Spec
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0075632,7227,MICAL-like
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0081133,7227,Mlp84B
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0082822,7227,Actn3
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0083799,7227,Rassf
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0084551,7227,CG5984
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0085567,7227,Hil
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0086747,7227,shot
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0090951,7227,CG33521
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0110088,7227,CG13366
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0110219,7227,Dys
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0113119,7227,Ehbp1
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0288975,7227,Mlp60A
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0289294,7227,kst
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0290539,7227,CG34417
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0290588,7227,jbug
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0292449,7227,Msp300
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0297564,7227,Mical
COG5069,31,0.9759,7.909,1.3e-15,8.26e-12,SAR,FBpp0304475,7227,cher
COG0216,31,0.9735,7.907,1.32e-15,8.38e-12,SAR,FBpp0080024,7227,CG5705
COG0216,31,0.9735,7.907,1.32e-15,8.38e-12,SAR,FBpp0086284,7227,CG30100
COG5242,31,0.9396,7.907,1.32e-15,8.41e-12,SAR,FBpp0077650,7227,Tfb4
KOG2391,31,0.927,7.905,1.34e-15,8.55e-12,SAR,FBpp0075088,7227,TSG101
KOG1915,31,0.9782,7.904,1.35e-15,8.6e-12,SAR,FBpp0070402,7227,crn
COG0055,31,0.9742,7.903,1.37e-15,8.7e-12,SAR,FBpp0075203,7227,CG5389
COG0055,31,0.9742,7.903,1.37e-15,8.7e-12,SAR,FBpp0076196,7227,Jarid2
COG0055,31,0.9742,7.903,1.37e-15,8.7e-12,SAR,FBpp0079664,7227,Utx
COG0055,31,0.9742,7.903,1.37e-15,8.7e-12,SAR,FBpp0297914,7227,lid
COG0055,31,0.9742,7.903,1.37e-15,8.7e-12,SAR,FBpp0305828,7227,ATPsynbeta
COG0406,31,0.9803,7.903,1.37e-15,8.7e-12,SAR,FBpp0074486,7227,Pfrx
COG0406,31,0.9803,7.903,1.37e-15,8.7e-12,SAR,FBpp0083896,7227,CG13604
COG0176,31,0.934,7.903,1.37e-15,8.7e-12,SAR,FBpp0072050,7227,Tal
COG1024,31,0.9735,7.902,1.37e-15,8.72e-12,SAR,FBpp0070285,7227,CG14787
COG1024,31,0.9735,7.902,1.37e-15,8.72e-12,SAR,FBpp0072484,7227,CG13890
COG1024,31,0.9735,7.902,1.37e-15,8.72e-12,SAR,FBpp0077914,7227,HIPP1
COG1024,31,0.9735,7.902,1.37e-15,8.72e-12,SAR,FBpp0079454,7227,Mtpalpha
COG1024,31,0.9735,7.902,1.37e-15,8.72e-12,SAR,FBpp0079474,7227,CG4594
COG1024,31,0.9735,7.902,1.37e-15,8.72e-12,SAR,FBpp0082063,7227,CG5844
COG1024,31,0.9735,7.902,1.37e-15,8.72e-12,SAR,FBpp0082547,7227,CG5044
COG1024,31,0.9735,7.902,1.37e-15,8.72e-12,SAR,FBpp0084569,7227,CG5611
COG1024,31,0.9735,7.902,1.37e-15,8.72e-12,SAR,FBpp0086769,7227,CG6543
COG1024,31,0.9735,7.902,1.37e-15,8.72e-12,SAR,FBpp0086993,7227,CG8778
COG1024,31,0.9735,7.902,1.37e-15,8.72e-12,SAR,FBpp0304022,7227,CG4592
COG1024,31,0.9735,7.902,1.37e-15,8.72e-12,SAR,FBpp0304781,7227,CG4598
KOG2769,31,0.9385,7.902,1.37e-15,8.72e-12,SAR,FBpp0074660,7227,Prp3
KOG2582,31,0.8985,7.902,1.37e-15,8.73e-12,SAR,FBpp0077927,7227,CSN3
KOG0752,31,0.9947,7.902,1.37e-15,8.75e-12,SAR,FBpp0081809,7227,Tpc1
KOG0752,31,0.9947,7.902,1.37e-15,8.75e-12,SAR,FBpp0088485,7227,att-ORFA
KOG0752,31,0.9947,7.902,1.37e-15,8.75e-12,SAR,FBpp0293340,7227,Tpc2
KOG2808,31,0.9335,7.901,1.39e-15,8.82e-12,SAR,FBpp0083131,7227,Prp18
COG0271,31,0.9655,7.9,1.39e-15,8.86e-12,SAR,FBpp0084043,7227,CG31126
COG0271,31,0.9655,7.9,1.39e-15,8.86e-12,SAR,FBpp0086996,7227,CG33672
COG4901,31,0.9862,7.9,1.4e-15,8.9e-12,SAR,FBpp0081845,7227,RpS25
KOG2175,31,0.9665,7.9,1.4e-15,8.9e-12,SAR,FBpp0082285,7227,flfl
